event_id,timestamp,session_id,operator_id,machine_id,worker_distance_m,worker_relative_direction,closing_speed_mps,machine_speed_kmh,swing_angle_deg,arm_speed,bucket_state,attachment_movement,machine_state,worker_in_envelope,site_slope_deg,surface_type,congestion_level,blind_zone_flag,rain_mm,visibility_m,dust_level,day_night,seatbelt_status,event_type,severity,trigger_reason,required_action,alert_sent,alert_queued,incident_logged,data_source,synthetic_flag,confidence
SE00202,2026-05-15T04:00:07,S002143,OP1010,EXC009,11.2,rear,0.0,1.6,0.0,0.0,closed,False,safe_idle,False,10.1,rocky,low,False,0.0,2951.0,low,night,on,proximity_logged,INFO,worker_outside_envelope_machine_stationary,none_required,False,False,False,synthetic,True,0.777
SE00203,2026-03-02T19:20:48,S000969,OP1004,EXC009,9.0,right,2.031,0.2,29.6,0.528,open,True,swinging,True,10.1,rocky,low,True,0.0,3412.0,low,night,on,imminent_collision,CRITICAL,worker_inside_swing_envelope_with_closing_motion,emergency_stop,True,False,True,synthetic,True,0.936
SE00204,2026-03-10T17:47:36,S001096,OP1029,EXC009,11.9,left,1.925,2.8,42.7,0.697,closed,True,swinging,True,8.6,soft,medium,False,0.0,2736.0,low,day,on,imminent_collision,CRITICAL,worker_inside_swing_envelope_with_closing_motion,emergency_stop,True,False,True,synthetic,True,0.897
SE00205,2026-01-28T16:31:41,S000439,OP1013,EXC004,12.5,front,0.355,2.9,0.0,0.911,loading,True,digging,False,1.4,paved,high,False,0.65,164.0,high,day,on,proximity_medium,MEDIUM,worker_within_medium_distance,slow_down,False,True,False,synthetic,True,0.852
SE00206,2026-04-10T20:19:08,S001593,OP1020,EXC003,5.7,left,0.987,2.9,7.4,0.897,open,True,swinging,True,14.9,soft,medium,False,0.09,410.0,medium,night,on,proximity_high,HIGH,worker_inside_swing_envelope_with_closing_motion,stop_or_safe_action,True,False,True,synthetic,True,0.881
SE00207,2026-09-25T05:18:45,S004272,OP1014,EXC004,95.0,rear,0.09,9.7,0.0,0.0,loading,False,traveling,False,2.4,soft,medium,False,0.07,4394.0,low,night,off,seatbelt_violation,HIGH,seatbelt_off_while_moving,stop_immediately,True,False,True,synthetic,True,0.846
SE00208,2026-05-16T18:34:30,S002168,OP1029,EXC003,12.1,left,0.27,1.4,0.0,0.984,open,True,digging,False,2.4,soft,medium,False,0.0,1933.0,low,day,on,proximity_medium,MEDIUM,worker_within_medium_distance,slow_down,False,True,False,synthetic,True,0.864
SE00209,2026-07-30T00:04:11,S003356,OP1007,EXC001,19.6,rear,0.0,0.2,0.0,0.0,open,False,safe_idle,False,11.8,wet,high,False,0.0,4762.0,low,night,on,proximity_logged,INFO,worker_outside_envelope_machine_stationary,none_required,False,False,False,synthetic,True,0.766
SE00210,2026-04-14T23:26:49,S001660,OP1006,EXC009,16.1,front,0.0,0.5,0.0,0.0,open,False,safe_idle,False,3.3,soft,high,False,0.0,836.0,low,night,on,proximity_logged,INFO,worker_outside_envelope_machine_stationary,none_required,False,False,False,synthetic,True,0.759
SE00211,2026-04-17T03:50:41,S001695,OP1007,EXC004,9.8,front,1.848,1.1,45.6,0.378,loading,True,swinging,True,1.4,paved,high,True,0.2,1654.0,low,night,on,imminent_collision,CRITICAL,worker_inside_swing_envelope_with_closing_motion,emergency_stop,True,False,True,synthetic,True,0.903
SE00212,2026-06-21T13:41:10,S002741,OP1011,EXC007,8.6,left,0.9,2.0,22.1,0.331,closed,True,swinging,True,14.9,soft,medium,False,0.0,4998.0,low,day,on,proximity_high,HIGH,worker_inside_swing_envelope_with_closing_motion,stop_or_safe_action,True,False,True,synthetic,True,0.903
SE00213,2026-01-01T23:47:57,S000012,OP1008,EXC006,5.3,rear,0.902,0.6,84.1,0.787,closed,True,swinging,True,1.4,paved,high,False,0.0,3969.0,low,night,on,proximity_high,HIGH,worker_inside_swing_envelope_with_closing_motion,stop_or_safe_action,True,False,True,synthetic,True,0.893
SE00214,2026-03-19T02:09:11,S001230,OP1011,EXC008,18.7,left,0.094,7.9,0.0,0.0,loading,False,traveling,False,10.1,rocky,low,True,0.0,2552.0,low,night,on,proximity_low,LOW,worker_nearby_slow_travel,monitor,False,False,False,synthetic,True,0.804
SE00215,2026-10-02T12:21:28,S004388,OP1011,EXC001,157.2,front,0.0,8.2,0.0,0.0,loading,False,traveling,False,11.8,wet,high,False,0.93,3956.0,low,day,off,seatbelt_violation,HIGH,seatbelt_off_while_moving,stop_immediately,True,False,True,synthetic,True,0.881
SE00216,2026-07-15T14:31:01,S003126,OP1024,EXC001,8.9,front,0.004,2.6,0.0,0.0,loading,False,safe_idle,False,8.6,soft,medium,False,0.78,2639.0,low,day,on,proximity_logged,INFO,worker_outside_envelope_machine_stationary,none_required,False,False,False,synthetic,True,0.814
SE00217,2026-05-01T22:21:10,S001931,OP1013,EXC002,8.2,left,0.0,2.5,0.0,0.0,loading,False,safe_idle,False,14.1,rocky,high,False,0.93,858.0,low,night,on,proximity_logged,INFO,worker_outside_envelope_machine_stationary,none_required,False,False,False,synthetic,True,0.815
SE00218,2026-04-02T04:56:54,S001456,OP1025,EXC010,11.2,rear,1.802,0.2,66.6,0.413,open,True,swinging,True,9.0,paved,low,False,0.0,4643.0,low,night,on,imminent_collision,CRITICAL,worker_inside_swing_envelope_with_closing_motion,emergency_stop,True,False,True,synthetic,True,0.937
SE00219,2026-08-18T19:51:23,S003673,OP1009,EXC005,21.2,right,0.0,14.9,0.0,0.0,closed,False,traveling,False,11.8,wet,high,False,2.56,4984.0,low,night,on,proximity_low,LOW,worker_nearby_slow_travel,monitor,False,False,False,synthetic,True,0.805
SE00220,2026-01-23T00:26:26,S000348,OP1002,EXC008,15.9,rear,0.019,0.7,0.0,0.0,loading,False,safe_idle,False,11.8,wet,high,True,0.42,3676.0,low,night,on,proximity_logged,INFO,worker_outside_envelope_machine_stationary,none_required,False,False,False,synthetic,True,0.787
SE00221,2026-11-05T14:38:11,S004934,OP1028,EXC010,12.5,left,0.0,0.9,0.0,0.0,open,False,safe_idle,False,14.9,soft,medium,False,0.0,2347.0,low,day,on,proximity_logged,INFO,worker_outside_envelope_machine_stationary,none_required,False,False,False,synthetic,True,0.806
SE00222,2026-08-20T02:30:29,S003694,OP1017,EXC003,8.2,left,0.914,2.2,79.8,0.867,open,True,swinging,True,10.1,rocky,low,False,0.0,4839.0,low,night,on,proximity_high,HIGH,worker_inside_swing_envelope_with_closing_motion,stop_or_safe_action,True,False,True,synthetic,True,0.906
SE00223,2026-02-27T07:59:24,S000914,OP1004,EXC009,13.1,left,0.38,2.3,0.0,0.566,closed,True,digging,False,14.9,soft,medium,False,0.0,4252.0,low,day,on,proximity_medium,MEDIUM,worker_within_medium_distance,slow_down,False,True,False,synthetic,True,0.853
SE00224,2026-01-25T19:24:21,S000393,OP1009,EXC007,8.3,front,1.9,2.8,31.8,0.961,closed,True,swinging,True,3.3,soft,high,False,0.09,2004.0,low,night,on,imminent_collision,CRITICAL,worker_inside_swing_envelope_with_closing_motion,emergency_stop,True,False,True,synthetic,True,0.901
SE00225,2026-06-15T22:01:19,S002651,OP1029,EXC002,15.0,right,0.378,2.9,0.0,0.859,loading,True,digging,False,10.1,rocky,low,False,1.87,333.0,medium,night,on,proximity_medium,MEDIUM,worker_within_medium_distance,slow_down,False,True,False,synthetic,True,0.882
SE00226,2026-11-08T05:37:42,S004976,OP1022,EXC003,8.6,right,0.884,0.6,74.9,0.95,loading,True,swinging,True,14.1,rocky,high,True,2.81,356.0,medium,night,on,proximity_high,HIGH,worker_inside_swing_envelope_with_closing_motion,stop_or_safe_action,True,False,True,synthetic,True,0.911
SE00227,2026-08-02T20:01:54,S003418,OP1022,EXC009,15.3,left,0.195,11.3,0.0,0.0,closed,False,traveling,False,9.0,paved,low,False,0.0,2803.0,low,night,on,proximity_low,LOW,worker_nearby_slow_travel,monitor,False,False,False,synthetic,True,0.863
SE00228,2026-08-21T11:57:35,S003716,OP1023,EXC001,8.1,left,0.296,1.1,0.0,0.883,loading,True,digging,False,9.0,paved,low,False,0.36,2033.0,low,day,on,proximity_medium,MEDIUM,worker_within_medium_distance,slow_down,False,True,False,synthetic,True,0.855
SE00229,2026-04-01T01:17:08,S001437,OP1028,EXC002,16.6,rear,0.066,7.4,0.0,0.0,closed,False,traveling,False,10.1,rocky,low,False,0.0,1080.0,low,night,on,proximity_low,LOW,worker_nearby_slow_travel,monitor,False,False,False,synthetic,True,0.854
SE00230,2026-08-09T15:41:32,S003527,OP1001,EXC001,18.8,left,0.008,2.4,0.0,0.0,open,False,safe_idle,False,8.6,soft,medium,False,2.73,3358.0,low,day,on,proximity_logged,INFO,worker_outside_envelope_machine_stationary,none_required,False,False,False,synthetic,True,0.753
SE00231,2026-01-16T15:47:15,S000247,OP1012,EXC002,5.2,right,1.039,2.7,20.9,0.915,open,True,swinging,True,8.6,soft,medium,False,0.05,1907.0,low,day,on,proximity_high,HIGH,worker_inside_swing_envelope_with_closing_motion,stop_or_safe_action,True,False,True,synthetic,True,0.921
SE00232,2026-01-28T17:44:50,S000440,OP1008,EXC010,10.7,front,0.86,0.6,70.5,0.441,open,True,swinging,True,14.9,soft,medium,False,0.67,4383.0,low,day,on,proximity_high,HIGH,worker_inside_swing_envelope_with_closing_motion,stop_or_safe_action,True,False,True,synthetic,True,0.895
SE00233,2026-07-14T20:38:59,S003114,OP1013,EXC008,18.8,right,0.15,0.9,0.0,0.0,loading,False,safe_idle,False,2.4,soft,medium,False,0.0,2056.0,low,night,on,proximity_logged,INFO,worker_outside_envelope_machine_stationary,none_required,False,False,False,synthetic,True,0.789
SE00234,2026-08-24T22:57:38,S003772,OP1021,EXC007,12.3,rear,0.049,3.0,0.0,0.0,open,False,safe_idle,False,10.1,rocky,low,False,0.0,4294.0,low,night,on,proximity_logged,INFO,worker_outside_envelope_machine_stationary,none_required,False,False,False,synthetic,True,0.835
SE00235,2026-05-30T04:04:44,S002383,OP1003,EXC010,15.8,rear,0.07,2.7,0.0,0.0,closed,False,safe_idle,False,8.6,soft,medium,False,0.08,3246.0,low,night,on,proximity_logged,INFO,worker_outside_envelope_machine_stationary,none_required,False,False,False,synthetic,True,0.756
SE00236,2026-04-21T20:57:38,S001770,OP1024,EXC001,106.6,left,0.007,6.7,0.0,0.0,open,False,traveling,False,3.3,soft,high,False,0.0,782.0,low,night,off,seatbelt_violation,HIGH,seatbelt_off_while_moving,stop_immediately,True,False,True,synthetic,True,0.947
SE00237,2026-05-13T08:08:59,S002114,OP1002,EXC004,12.0,rear,0.0,1.5,0.0,0.0,closed,False,safe_idle,False,14.9,soft,medium,False,0.33,3529.0,low,day,on,proximity_logged,INFO,worker_outside_envelope_machine_stationary,none_required,False,False,False,synthetic,True,0.78
SE00238,2026-01-13T15:15:42,S000199,OP1001,EXC007,12.8,front,0.427,2.3,0.0,0.679,loading,True,digging,False,9.0,paved,low,True,0.0,3943.0,low,day,on,proximity_medium,MEDIUM,worker_within_medium_distance,slow_down,False,True,False,synthetic,True,0.911
SE00239,2026-11-08T18:18:56,S004985,OP1017,EXC003,17.2,rear,0.015,2.6,0.0,0.0,open,False,safe_idle,False,9.0,paved,low,False,1.87,1149.0,low,day,on,proximity_logged,INFO,worker_outside_envelope_machine_stationary,none_required,False,False,False,synthetic,True,0.786
SE00240,2026-08-11T20:15:47,S003562,OP1001,EXC004,13.5,rear,0.287,2.3,0.0,0.495,open,True,digging,False,2.4,soft,medium,False,0.0,2912.0,low,night,on,proximity_medium,MEDIUM,worker_within_medium_distance,slow_down,False,True,False,synthetic,True,0.879
SE00241,2026-06-02T02:14:44,S002430,OP1018,EXC002,22.6,left,0.047,13.1,0.0,0.0,loading,False,traveling,False,11.8,wet,high,False,0.45,2777.0,low,night,on,proximity_low,LOW,worker_nearby_slow_travel,monitor,False,False,False,synthetic,True,0.822
SE00242,2026-03-06T23:22:53,S001036,OP1008,EXC002,14.5,left,0.047,0.4,0.0,0.0,closed,False,safe_idle,False,14.9,soft,medium,True,0.1,2934.0,low,night,on,proximity_logged,INFO,worker_outside_envelope_machine_stationary,none_required,False,False,False,synthetic,True,0.779
SE00243,2026-07-27T15:29:07,S003319,OP1017,EXC006,14.4,left,0.091,9.3,0.0,0.0,loading,False,traveling,False,14.1,rocky,high,False,0.63,3647.0,low,day,on,proximity_low,LOW,worker_nearby_slow_travel,monitor,False,False,False,synthetic,True,0.828
SE00244,2026-04-08T04:22:06,S001551,OP1005,EXC010,16.0,right,0.125,10.6,0.0,0.0,open,False,traveling,False,10.1,rocky,low,False,0.25,2016.0,low,night,on,proximity_low,LOW,worker_nearby_slow_travel,monitor,False,False,False,synthetic,True,0.774
SE00245,2026-03-20T08:55:52,S001250,OP1004,EXC003,10.4,front,0.032,0.3,0.0,0.0,open,False,safe_idle,False,10.1,rocky,low,False,0.3,4968.0,low,day,on,proximity_logged,INFO,worker_outside_envelope_machine_stationary,none_required,False,False,False,synthetic,True,0.865
SE00246,2026-02-07T00:45:57,S000589,OP1029,EXC005,5.5,left,0.887,1.0,72.4,0.79,loading,True,swinging,True,8.6,soft,medium,False,0.04,938.0,low,night,on,proximity_high,HIGH,worker_inside_swing_envelope_with_closing_motion,stop_or_safe_action,True,False,True,synthetic,True,0.85
SE00247,2026-09-21T14:12:04,S004214,OP1002,EXC002,15.4,right,0.0,2.3,0.0,0.0,open,False,safe_idle,False,3.3,soft,high,False,0.22,3206.0,low,day,on,proximity_logged,INFO,worker_outside_envelope_machine_stationary,none_required,False,False,False,synthetic,True,0.791
SE00248,2026-02-20T23:25:26,S000812,OP1002,EXC010,5.8,right,0.894,2.3,87.2,0.909,loading,True,swinging,True,8.6,soft,medium,False,0.23,1855.0,low,night,on,proximity_high,HIGH,worker_inside_swing_envelope_with_closing_motion,stop_or_safe_action,True,False,True,synthetic,True,0.878
SE00249,2026-07-08T05:13:54,S003008,OP1014,EXC001,10.0,front,0.287,1.6,0.0,0.385,closed,True,digging,False,14.9,soft,medium,False,0.0,3759.0,low,night,on,proximity_medium,MEDIUM,worker_within_medium_distance,slow_down,False,True,False,synthetic,True,0.847
SE00250,2026-05-29T23:34:03,S002380,OP1014,EXC009,14.5,rear,0.371,0.3,0.0,0.665,closed,True,digging,False,11.8,wet,high,False,0.08,1093.0,low,night,on,proximity_medium,MEDIUM,worker_within_medium_distance,slow_down,False,True,False,synthetic,True,0.81
SE00251,2026-01-11T00:49:46,S000156,OP1023,EXC007,11.2,rear,0.289,0.3,0.0,0.652,loading,True,digging,False,8.6,soft,medium,False,0.25,430.0,medium,night,on,proximity_medium,MEDIUM,worker_within_medium_distance,slow_down,False,True,False,synthetic,True,0.878
SE00252,2026-07-08T02:35:58,S003006,OP1028,EXC007,16.1,left,0.209,10.1,0.0,0.0,loading,False,traveling,False,3.3,soft,high,False,0.19,3333.0,low,night,on,proximity_low,LOW,worker_nearby_slow_travel,monitor,False,False,False,synthetic,True,0.819
SE00253,2026-04-08T16:28:44,S001559,OP1026,EXC004,160.8,front,0.0,8.8,0.0,0.0,loading,False,traveling,False,2.4,soft,medium,True,0.77,1404.0,low,day,off,seatbelt_violation,HIGH,seatbelt_off_while_moving,stop_immediately,True,False,True,synthetic,True,0.884
SE00254,2026-09-02T00:18:37,S003901,OP1023,EXC008,20.4,left,0.053,7.9,0.0,0.0,loading,False,traveling,False,3.3,soft,high,False,0.0,1568.0,low,night,on,proximity_low,LOW,worker_nearby_slow_travel,monitor,False,False,False,synthetic,True,0.82
SE00255,2026-06-12T01:12:32,S002588,OP1029,EXC003,170.6,right,0.0,10.6,0.0,0.0,closed,False,traveling,False,11.3,wet,medium,False,0.0,593.0,low,night,off,seatbelt_violation,HIGH,seatbelt_off_while_moving,stop_immediately,True,False,True,synthetic,True,0.887
SE00256,2026-05-28T07:51:11,S002354,OP1009,EXC008,8.6,rear,1.017,1.5,34.4,0.671,closed,True,swinging,True,1.4,paved,high,False,0.0,4928.0,low,day,on,proximity_high,HIGH,worker_inside_swing_envelope_with_closing_motion,stop_or_safe_action,True,False,True,synthetic,True,0.864
SE00257,2026-01-02T08:47:27,S000018,OP1022,EXC010,10.7,right,2.021,2.1,39.5,0.667,closed,True,swinging,True,9.0,paved,low,False,0.0,1361.0,low,day,on,imminent_collision,CRITICAL,worker_inside_swing_envelope_with_closing_motion,emergency_stop,True,False,True,synthetic,True,0.894
SE00258,2026-05-26T23:34:53,S002332,OP1006,EXC008,11.1,left,0.884,0.2,46.8,0.986,open,True,swinging,True,2.4,soft,medium,False,0.0,2410.0,low,night,on,proximity_high,HIGH,worker_inside_swing_envelope_with_closing_motion,stop_or_safe_action,True,False,True,synthetic,True,0.92
SE00259,2026-09-24T14:18:55,S004262,OP1012,EXC008,18.8,right,0.0,0.8,0.0,0.0,loading,False,safe_idle,False,11.8,wet,high,False,0.2,1014.0,low,day,on,proximity_logged,INFO,worker_outside_envelope_machine_stationary,none_required,False,False,False,synthetic,True,0.832
SE00260,2026-05-21T11:15:13,S002244,OP1010,EXC008,11.1,front,1.876,2.5,50.5,0.799,closed,True,swinging,True,11.3,wet,medium,True,0.0,3171.0,low,day,on,imminent_collision,CRITICAL,worker_inside_swing_envelope_with_closing_motion,emergency_stop,True,False,True,synthetic,True,0.968
SE00261,2026-07-18T18:04:30,S003177,OP1017,EXC005,8.7,front,0.0,1.0,0.0,0.0,closed,False,safe_idle,False,10.1,rocky,low,True,0.0,1997.0,low,day,on,proximity_logged,INFO,worker_outside_envelope_machine_stationary,none_required,False,False,False,synthetic,True,0.771
SE00262,2026-09-27T02:53:34,S004302,OP1030,EXC004,14.5,right,0.017,2.6,0.0,0.0,loading,False,safe_idle,False,14.1,rocky,high,False,0.15,4562.0,low,night,on,proximity_logged,INFO,worker_outside_envelope_machine_stationary,none_required,False,False,False,synthetic,True,0.793
SE00263,2026-07-03T02:27:28,S002926,OP1004,EXC002,23.8,rear,0.113,11.8,0.0,0.0,closed,False,traveling,False,11.3,wet,medium,False,0.33,2286.0,low,night,on,proximity_low,LOW,worker_nearby_slow_travel,monitor,False,False,False,synthetic,True,0.83
SE00264,2026-10-16T17:43:05,S004616,OP1016,EXC008,10.8,left,0.655,2.8,83.5,0.385,open,True,swinging,True,3.3,soft,high,False,5.32,206.0,medium,day,on,proximity_high,HIGH,worker_inside_swing_envelope_with_closing_motion,stop_or_safe_action,True,False,True,synthetic,True,0.925
SE00265,2026-06-24T09:33:24,S002787,OP1003,EXC009,10.5,right,1.918,0.5,56.2,0.637,closed,True,swinging,True,11.3,wet,medium,True,0.31,1651.0,low,day,on,imminent_collision,CRITICAL,worker_inside_swing_envelope_with_closing_motion,emergency_stop,True,False,True,synthetic,True,0.894
SE00266,2026-10-12T22:39:28,S004556,OP1019,EXC010,10.9,right,0.401,0.6,0.0,0.723,closed,True,digging,False,14.1,rocky,high,False,0.0,4540.0,low,night,on,proximity_medium,MEDIUM,worker_within_medium_distance,slow_down,False,True,False,synthetic,True,0.855
SE00267,2026-07-17T10:46:43,S003154,OP1012,EXC009,9.7,front,0.834,2.2,66.2,0.896,loading,True,swinging,True,8.6,soft,medium,True,5.54,3218.0,low,day,on,proximity_high,HIGH,worker_inside_swing_envelope_with_closing_motion,stop_or_safe_action,True,False,True,synthetic,True,0.886
SE00268,2026-04-30T01:17:43,S001901,OP1016,EXC004,14.1,rear,0.005,2.9,0.0,0.0,open,False,safe_idle,False,8.6,soft,medium,False,3.31,2869.0,low,night,on,proximity_logged,INFO,worker_outside_envelope_machine_stationary,none_required,False,False,False,synthetic,True,0.765
SE00269,2026-06-10T00:40:45,S002557,OP1012,EXC006,8.2,left,0.29,1.4,0.0,0.991,open,True,digging,False,11.3,wet,medium,True,0.0,3387.0,low,night,on,proximity_medium,MEDIUM,worker_within_medium_distance,slow_down,False,True,False,synthetic,True,0.877
SE00270,2026-03-29T00:19:45,S001388,OP1014,EXC002,15.0,rear,0.077,7.8,0.0,0.0,open,False,traveling,False,14.9,soft,medium,False,8.13,148.0,high,night,on,proximity_low,LOW,worker_nearby_slow_travel,monitor,False,False,False,synthetic,True,0.782
SE00271,2026-09-25T20:06:30,S004282,OP1011,EXC001,12.1,rear,0.0,1.8,0.0,0.0,open,False,safe_idle,False,9.0,paved,low,False,0.0,3375.0,low,night,on,proximity_logged,INFO,worker_outside_envelope_machine_stationary,none_required,False,False,False,synthetic,True,0.707
SE00272,2026-08-24T06:07:30,S003760,OP1026,EXC005,8.3,right,0.287,2.1,0.0,0.66,loading,True,digging,False,11.8,wet,high,False,0.47,2857.0,low,day,on,proximity_medium,MEDIUM,worker_within_medium_distance,slow_down,False,True,False,synthetic,True,0.808
SE00273,2026-02-15T16:55:53,S000728,OP1001,EXC005,8.1,right,1.89,1.9,57.2,0.894,loading,True,swinging,True,2.4,soft,medium,False,0.0,1475.0,low,day,on,imminent_collision,CRITICAL,worker_inside_swing_envelope_with_closing_motion,emergency_stop,True,False,True,synthetic,True,0.941
SE00274,2026-10-01T00:55:29,S004365,OP1003,EXC008,8.5,left,1.957,1.1,12.9,0.773,loading,True,swinging,True,9.0,paved,low,False,0.13,398.0,medium,night,on,imminent_collision,CRITICAL,worker_inside_swing_envelope_with_closing_motion,emergency_stop,True,False,True,synthetic,True,0.92
SE00275,2026-08-10T21:54:53,S003547,OP1019,EXC001,19.2,left,0.213,13.1,0.0,0.0,open,False,traveling,False,14.9,soft,medium,False,0.0,2980.0,low,night,on,proximity_low,LOW,worker_nearby_slow_travel,monitor,False,False,False,synthetic,True,0.797
SE00276,2026-09-27T13:18:46,S004309,OP1025,EXC004,11.0,rear,0.829,1.1,51.3,0.883,open,True,swinging,True,3.3,soft,high,False,0.46,2833.0,low,day,on,proximity_high,HIGH,worker_inside_swing_envelope_with_closing_motion,stop_or_safe_action,True,False,True,synthetic,True,0.921
SE00277,2026-10-30T08:47:16,S004834,OP1022,EXC001,181.9,rear,0.0,10.5,0.0,0.0,open,False,traveling,False,2.4,soft,medium,False,0.0,122.0,high,day,off,seatbelt_violation,HIGH,seatbelt_off_while_moving,stop_immediately,True,False,True,synthetic,True,0.931
SE00278,2026-03-31T09:56:05,S001427,OP1009,EXC002,8.1,rear,0.971,2.0,52.2,0.745,closed,True,swinging,True,9.0,paved,low,False,0.0,4891.0,low,day,on,proximity_high,HIGH,worker_inside_swing_envelope_with_closing_motion,stop_or_safe_action,True,False,True,synthetic,True,0.908
SE00279,2026-09-03T11:50:06,S003924,OP1001,EXC008,14.2,front,0.146,2.9,0.0,0.9,closed,True,digging,False,8.6,soft,medium,False,0.17,1598.0,low,day,on,proximity_medium,MEDIUM,worker_within_medium_distance,slow_down,False,True,False,synthetic,True,0.844
SE00280,2026-09-19T19:00:02,S004185,OP1009,EXC005,9.8,rear,0.189,1.2,0.0,0.662,open,True,digging,False,14.9,soft,medium,False,0.0,128.0,high,night,on,proximity_medium,MEDIUM,worker_within_medium_distance,slow_down,False,True,False,synthetic,True,0.805
SE00281,2026-02-21T08:11:27,S000818,OP1009,EXC004,10.8,rear,0.0,2.5,0.0,0.0,open,False,safe_idle,False,9.0,paved,low,False,0.34,1419.0,low,day,on,proximity_logged,INFO,worker_outside_envelope_machine_stationary,none_required,False,False,False,synthetic,True,0.825
SE00282,2026-05-09T02:15:17,S002046,OP1022,EXC006,10.4,left,0.04,0.1,0.0,0.0,closed,False,safe_idle,False,9.0,paved,low,False,0.09,3854.0,low,night,on,proximity_logged,INFO,worker_outside_envelope_machine_stationary,none_required,False,False,False,synthetic,True,0.787
SE00283,2026-07-14T08:32:15,S003106,OP1012,EXC006,14.1,left,0.095,9.1,0.0,0.0,open,False,traveling,False,9.0,paved,low,False,2.46,198.0,high,day,on,proximity_low,LOW,worker_nearby_slow_travel,monitor,False,False,False,synthetic,True,0.818
SE00284,2026-03-07T06:35:50,S001041,OP1003,EXC005,21.2,rear,0.001,10.8,0.0,0.0,open,False,traveling,False,14.1,rocky,high,False,0.0,2510.0,low,day,on,proximity_low,LOW,worker_nearby_slow_travel,monitor,False,False,False,synthetic,True,0.832
SE00285,2026-04-16T07:19:10,S001681,OP1009,EXC007,14.7,front,0.246,0.6,0.0,0.501,loading,True,digging,False,9.0,paved,low,True,1.07,3768.0,low,day,on,proximity_medium,MEDIUM,worker_within_medium_distance,slow_down,False,True,False,synthetic,True,0.876
SE00286,2026-05-30T04:22:38,S002383,OP1003,EXC010,12.1,right,0.183,12.4,0.0,0.0,loading,False,traveling,False,8.6,soft,medium,True,0.05,3269.0,low,night,on,proximity_low,LOW,worker_nearby_slow_travel,monitor,False,False,False,synthetic,True,0.787
SE00287,2026-04-23T18:51:16,S001801,OP1020,EXC010,14.5,rear,0.055,1.3,0.0,0.0,closed,False,safe_idle,False,14.1,rocky,high,False,3.95,3746.0,low,day,on,proximity_logged,INFO,worker_outside_envelope_machine_stationary,none_required,False,False,False,synthetic,True,0.845
SE00288,2026-10-06T15:17:26,S004454,OP1021,EXC001,6.2,right,0.949,3.0,88.1,0.887,open,True,swinging,True,8.6,soft,medium,False,0.55,167.0,high,day,on,proximity_high,HIGH,worker_inside_swing_envelope_with_closing_motion,stop_or_safe_action,True,False,True,synthetic,True,0.936
SE00289,2026-07-21T17:08:57,S003224,OP1019,EXC005,9.5,right,0.427,0.9,0.0,0.794,loading,True,digging,False,10.1,rocky,low,True,0.62,1821.0,low,day,on,proximity_medium,MEDIUM,worker_within_medium_distance,slow_down,False,True,False,synthetic,True,0.866
SE00290,2026-11-06T07:49:13,S004946,OP1010,EXC006,7.5,rear,0.829,2.3,4.9,0.559,loading,True,swinging,True,3.3,soft,high,False,0.17,2145.0,low,day,on,proximity_high,HIGH,worker_inside_swing_envelope_with_closing_motion,stop_or_safe_action,True,False,True,synthetic,True,0.919
SE00291,2026-11-04T08:26:55,S004914,OP1002,EXC003,14.4,rear,0.195,12.4,0.0,0.0,open,False,traveling,False,1.4,paved,high,False,0.07,2722.0,low,day,on,proximity_low,LOW,worker_nearby_slow_travel,monitor,False,False,False,synthetic,True,0.823
SE00292,2026-10-31T18:29:05,S004857,OP1002,EXC006,8.4,left,0.251,1.3,0.0,0.506,loading,True,digging,False,10.1,rocky,low,True,0.05,4849.0,low,day,on,proximity_medium,MEDIUM,worker_within_medium_distance,slow_down,False,True,False,synthetic,True,0.86
SE00293,2026-04-27T18:40:35,S001865,OP1015,EXC002,10.8,right,0.976,2.9,43.9,0.579,open,True,swinging,True,10.1,rocky,low,False,0.0,4711.0,low,day,on,proximity_high,HIGH,worker_inside_swing_envelope_with_closing_motion,stop_or_safe_action,True,False,True,synthetic,True,0.828
SE00294,2026-07-13T15:47:02,S003095,OP1024,EXC009,20.3,right,0.083,10.5,0.0,0.0,open,False,traveling,False,1.4,paved,high,False,0.0,423.0,medium,day,on,proximity_low,LOW,worker_nearby_slow_travel,monitor,False,False,False,synthetic,True,0.744
SE00295,2026-03-12T04:40:42,S001120,OP1010,EXC004,22.8,left,0.0,6.5,0.0,0.0,loading,False,traveling,False,3.3,soft,high,False,0.0,2668.0,low,night,on,proximity_low,LOW,worker_nearby_slow_travel,monitor,False,False,False,synthetic,True,0.799
SE00296,2026-09-13T15:16:36,S004086,OP1018,EXC002,10.3,rear,0.057,2.3,0.0,0.0,open,False,safe_idle,False,1.4,paved,high,False,0.09,732.0,low,day,on,proximity_logged,INFO,worker_outside_envelope_machine_stationary,none_required,False,False,False,synthetic,True,0.824
SE00297,2026-03-20T12:44:12,S001253,OP1021,EXC003,8.0,right,0.416,1.2,0.0,0.975,open,True,digging,False,3.3,soft,high,True,0.29,3253.0,low,day,on,proximity_medium,MEDIUM,worker_within_medium_distance,slow_down,False,True,False,synthetic,True,0.855
