task_id,task_type,task_phase,workload,target_output,priority,deadline_timestamp,location_id,dependency_task_id,estimated_travel_distance_km,required_machine_type,required_attachment,required_skill_level,status
T00239,stockpiling,setup,heavy,294.8,4,2026-01-21T06:00:00,LOC010,null,2.38,loader,hammer,novice,completed
T00240,grading,active,medium,843.8,4,2026-01-08T06:00:00,LOC007,null,3.25,grader,ripper,intermediate,pending
T00241,loading,active,medium,32.1,4,2026-01-24T06:00:00,LOC003,T00046,2.98,loader,ripper,novice,pending
T00242,hauling,active,heavy,19.4,2,2026-01-20T06:00:00,LOC006,null,4.7,hauler,hammer,intermediate,active
T00243,grading,active,medium,386.0,3,2026-01-21T06:00:00,LOC002,null,2.13,grader,ripper,novice,active
T00244,trenching,active,medium,23.6,1,2026-01-08T06:00:00,LOC005,null,0.68,excavator,blade,advanced,pending
T00245,loading,setup,light,18.4,2,2026-01-08T06:00:00,LOC006,null,1.71,loader,grapple,intermediate,pending
T00246,excavation,setup,light,491.6,1,2026-01-13T06:00:00,LOC006,null,3.09,excavator,hammer,intermediate,pending
T00247,stockpiling,active,medium,133.7,3,2026-01-30T06:00:00,LOC010,null,0.83,loader,grapple,advanced,pending
T00248,grading,wrap_up,medium,734.0,1,2026-01-19T06:00:00,LOC009,null,2.71,grader,bucket,novice,active
T00249,excavation,wrap_up,light,369.0,4,2026-01-21T06:00:00,LOC010,null,0.14,excavator,ripper,novice,completed
T00250,excavation,active,medium,363.8,4,2026-01-09T06:00:00,LOC006,null,1.12,excavator,grapple,advanced,completed
T00251,grading,active,light,320.2,4,2026-01-18T06:00:00,LOC001,null,4.93,grader,ripper,novice,completed
T00252,excavation,active,heavy,481.0,3,2026-01-23T06:00:00,LOC007,null,0.85,excavator,ripper,novice,pending
T00253,stockpiling,active,light,33.2,2,2026-01-24T06:00:00,LOC003,null,4.58,loader,bucket,advanced,blocked
T00254,excavation,active,medium,177.6,2,2026-01-05T06:00:00,LOC002,null,1.0,excavator,grapple,novice,completed
T00255,excavation,active,heavy,344.3,4,2026-01-15T06:00:00,LOC008,null,3.61,excavator,hammer,advanced,completed
T00256,loading,setup,light,15.5,5,2026-01-19T06:00:00,LOC006,T00184,0.89,loader,blade,intermediate,completed
T00257,hauling,active,medium,34.5,3,2026-01-28T06:00:00,LOC002,null,4.9,hauler,blade,advanced,completed
T00258,trenching,active,light,159.4,4,2026-01-04T06:00:00,LOC006,null,0.64,excavator,blade,novice,completed
T00259,loading,active,medium,73.8,4,2026-01-16T06:00:00,LOC008,null,0.55,loader,ripper,intermediate,pending
T00260,loading,active,medium,38.3,3,2026-01-11T06:00:00,LOC002,null,1.41,loader,ripper,advanced,completed
T00261,loading,active,light,98.7,1,2026-01-12T06:00:00,LOC002,null,3.13,loader,hammer,advanced,pending
T00262,grading,wrap_up,heavy,502.6,2,2026-01-02T06:00:00,LOC008,null,4.88,grader,bucket,intermediate,completed
T00263,stockpiling,setup,medium,241.4,5,2026-01-07T06:00:00,LOC007,null,2.53,loader,hammer,intermediate,pending
T00264,excavation,active,medium,160.0,1,2026-01-19T06:00:00,LOC009,null,1.93,excavator,bucket,intermediate,active
T00265,excavation,setup,heavy,417.1,3,2026-01-03T06:00:00,LOC006,null,4.36,excavator,hammer,novice,pending
T00266,grading,active,light,202.5,2,2026-01-28T06:00:00,LOC007,null,3.93,grader,ripper,advanced,pending
T00267,excavation,wrap_up,heavy,462.2,3,2026-01-23T06:00:00,LOC002,null,4.83,excavator,ripper,novice,pending
T00268,excavation,active,light,478.9,2,2026-01-15T06:00:00,LOC002,null,4.8,excavator,hammer,advanced,completed
T00269,grading,active,heavy,371.6,4,2026-01-22T06:00:00,LOC007,null,3.58,grader,blade,intermediate,active
T00270,grading,active,medium,345.6,4,2026-01-21T06:00:00,LOC002,null,1.73,grader,ripper,novice,active
T00271,excavation,setup,medium,474.8,3,2026-01-09T06:00:00,LOC002,null,4.52,excavator,grapple,intermediate,pending
T00272,grading,active,light,799.2,1,2026-01-04T06:00:00,LOC004,null,1.59,grader,grapple,novice,blocked
T00273,excavation,active,medium,436.3,4,2026-01-13T06:00:00,LOC003,null,0.1,excavator,bucket,novice,pending
T00274,excavation,active,light,75.6,4,2026-01-19T06:00:00,LOC010,null,1.63,excavator,hammer,advanced,blocked
T00275,excavation,active,light,134.9,4,2026-01-04T06:00:00,LOC006,null,3.06,excavator,bucket,novice,completed
T00276,grading,active,light,880.3,4,2026-01-30T06:00:00,LOC004,null,0.12,grader,bucket,intermediate,blocked
T00277,loading,setup,light,75.4,1,2026-01-25T06:00:00,LOC002,null,0.8,loader,ripper,intermediate,pending
T00278,excavation,active,medium,224.6,2,2026-01-10T06:00:00,LOC006,null,0.56,excavator,grapple,novice,blocked
T00279,hauling,active,heavy,23.8,5,2026-01-25T06:00:00,LOC001,null,0.41,hauler,bucket,novice,pending
T00280,loading,active,medium,23.2,5,2026-01-05T06:00:00,LOC008,null,1.84,loader,hammer,novice,pending
T00281,loading,active,medium,22.5,5,2026-01-17T06:00:00,LOC008,null,3.42,loader,ripper,intermediate,completed
T00282,trenching,setup,medium,38.0,3,2026-01-07T06:00:00,LOC002,null,0.75,excavator,grapple,advanced,pending
T00283,loading,active,heavy,37.0,5,2026-01-21T06:00:00,LOC002,null,2.83,loader,bucket,novice,completed
T00284,hauling,wrap_up,medium,17.2,5,2026-01-12T06:00:00,LOC005,null,0.28,hauler,blade,advanced,pending
T00285,loading,setup,medium,16.5,1,2026-01-07T06:00:00,LOC001,null,1.76,loader,grapple,novice,pending
T00286,hauling,setup,heavy,31.8,1,2026-01-08T06:00:00,LOC007,null,3.58,hauler,grapple,advanced,completed
T00287,trenching,setup,medium,26.0,2,2026-01-06T06:00:00,LOC001,null,0.56,excavator,blade,novice,completed
T00288,grading,setup,medium,417.5,4,2026-01-07T06:00:00,LOC008,null,2.94,grader,grapple,intermediate,active
T00289,stockpiling,active,light,284.5,3,2026-01-29T06:00:00,LOC005,null,1.35,loader,blade,advanced,completed
T00290,excavation,active,light,470.0,1,2026-01-07T06:00:00,LOC009,T00289,2.78,excavator,ripper,advanced,pending
T00291,excavation,setup,light,190.1,2,2026-01-19T06:00:00,LOC001,null,2.23,excavator,hammer,advanced,completed
T00292,grading,active,medium,300.7,3,2026-01-29T06:00:00,LOC001,null,1.45,grader,ripper,advanced,pending
T00293,loading,active,heavy,36.3,5,2026-01-02T06:00:00,LOC006,null,1.77,loader,hammer,advanced,pending
T00294,excavation,active,medium,398.2,4,2026-01-15T06:00:00,LOC004,null,0.26,excavator,blade,intermediate,pending
T00295,loading,active,medium,53.3,3,2026-01-05T06:00:00,LOC007,null,3.37,loader,ripper,novice,pending
T00296,trenching,active,medium,136.5,2,2026-01-05T06:00:00,LOC004,null,2.26,excavator,bucket,novice,pending
T00297,hauling,active,medium,5.5,4,2026-01-27T06:00:00,LOC010,null,2.33,hauler,blade,advanced,pending
T00298,hauling,active,medium,29.7,3,2026-01-21T06:00:00,LOC010,null,2.25,hauler,ripper,novice,pending
T00299,grading,setup,medium,934.2,5,2026-01-09T06:00:00,LOC001,null,0.64,grader,bucket,advanced,completed
T00300,excavation,wrap_up,heavy,415.6,3,2026-01-14T06:00:00,LOC005,null,1.33,excavator,grapple,advanced,pending
T00301,grading,active,light,369.6,4,2026-01-16T06:00:00,LOC003,null,3.14,grader,bucket,advanced,pending
T00302,hauling,active,medium,11.9,2,2026-01-16T06:00:00,LOC004,null,0.52,hauler,grapple,advanced,blocked
T00303,hauling,active,heavy,16.2,4,2026-01-27T06:00:00,LOC001,null,2.85,hauler,ripper,novice,pending
T00304,excavation,active,light,214.0,2,2026-01-11T06:00:00,LOC002,null,1.75,excavator,ripper,novice,completed
T00305,loading,active,medium,10.1,1,2026-01-21T06:00:00,LOC001,null,4.96,loader,hammer,advanced,blocked
T00306,stockpiling,active,heavy,31.8,2,2026-01-24T06:00:00,LOC003,T00025,3.78,loader,bucket,advanced,completed
T00307,loading,active,medium,59.7,5,2026-01-25T06:00:00,LOC005,null,2.81,loader,grapple,advanced,completed
T00308,stockpiling,active,medium,220.4,1,2026-01-14T06:00:00,LOC009,null,2.86,loader,grapple,advanced,completed
T00309,grading,active,medium,102.2,2,2026-01-24T06:00:00,LOC010,null,3.09,grader,ripper,intermediate,completed
T00310,grading,active,heavy,472.6,5,2026-01-05T06:00:00,LOC006,null,0.1,grader,hammer,intermediate,completed
T00311,trenching,active,medium,192.6,5,2026-01-14T06:00:00,LOC007,null,4.94,excavator,hammer,novice,blocked
T00312,hauling,active,medium,39.4,3,2026-01-30T06:00:00,LOC006,null,4.35,hauler,ripper,novice,pending
T00313,trenching,active,heavy,107.2,1,2026-01-21T06:00:00,LOC005,null,0.18,excavator,bucket,novice,pending
T00314,grading,active,medium,239.0,2,2026-01-15T06:00:00,LOC004,null,4.46,grader,hammer,intermediate,completed
T00315,excavation,active,heavy,101.5,3,2026-01-20T06:00:00,LOC003,null,4.33,excavator,ripper,intermediate,pending
T00316,trenching,active,medium,186.7,3,2026-01-18T06:00:00,LOC007,null,2.62,excavator,grapple,advanced,active
T00317,stockpiling,active,heavy,160.4,5,2026-01-10T06:00:00,LOC006,null,1.6,loader,ripper,novice,pending
T00318,loading,active,medium,83.8,3,2026-01-24T06:00:00,LOC003,null,3.75,loader,bucket,novice,completed
T00319,hauling,wrap_up,heavy,22.6,4,2026-01-19T06:00:00,LOC002,null,3.92,hauler,grapple,intermediate,completed
T00320,loading,setup,light,99.8,3,2026-01-10T06:00:00,LOC009,null,4.43,loader,blade,advanced,active
T00321,loading,active,heavy,10.4,3,2026-01-02T06:00:00,LOC006,null,1.31,loader,bucket,intermediate,pending
T00322,grading,active,heavy,642.3,3,2026-01-07T06:00:00,LOC007,null,1.89,grader,blade,novice,pending
T00323,stockpiling,active,heavy,210.5,2,2026-01-09T06:00:00,LOC004,null,4.44,loader,grapple,novice,completed
T00324,excavation,wrap_up,medium,237.1,3,2026-01-21T06:00:00,LOC006,null,0.4,excavator,grapple,advanced,pending
T00325,hauling,setup,heavy,12.9,2,2026-01-20T06:00:00,LOC005,null,3.8,hauler,bucket,novice,pending
T00326,excavation,active,light,189.2,3,2026-01-12T06:00:00,LOC003,null,1.66,excavator,ripper,novice,pending
T00327,loading,active,heavy,90.1,1,2026-01-17T06:00:00,LOC003,null,1.28,loader,hammer,novice,pending
T00328,excavation,active,medium,324.9,4,2026-01-14T06:00:00,LOC003,null,1.79,excavator,ripper,advanced,completed
T00329,loading,setup,medium,25.4,2,2026-01-10T06:00:00,LOC010,null,2.49,loader,grapple,novice,pending
T00330,loading,active,medium,13.5,2,2026-01-07T06:00:00,LOC007,null,0.55,loader,hammer,intermediate,completed
T00331,loading,setup,medium,89.5,1,2026-01-19T06:00:00,LOC001,null,2.91,loader,blade,advanced,pending
T00332,excavation,active,medium,380.4,4,2026-01-21T06:00:00,LOC009,null,3.82,excavator,ripper,advanced,completed
T00333,hauling,active,heavy,26.4,4,2026-01-13T06:00:00,LOC002,null,2.62,hauler,hammer,advanced,active
T00334,hauling,wrap_up,light,36.9,1,2026-01-26T06:00:00,LOC008,null,4.69,hauler,blade,advanced,active
T00335,trenching,active,medium,163.2,5,2026-01-23T06:00:00,LOC008,null,1.13,excavator,grapple,intermediate,completed
T00336,trenching,active,heavy,75.7,4,2026-01-05T06:00:00,LOC006,T00064,0.52,excavator,blade,advanced,active
T00337,hauling,active,medium,17.5,1,2026-01-16T06:00:00,LOC010,null,0.91,hauler,bucket,advanced,pending
T00338,excavation,active,medium,201.6,1,2026-01-25T06:00:00,LOC003,null,3.19,excavator,hammer,intermediate,blocked
T00339,grading,active,medium,734.0,4,2026-01-29T06:00:00,LOC001,null,3.81,grader,bucket,advanced,pending
T00340,hauling,active,heavy,48.2,2,2026-01-14T06:00:00,LOC006,null,1.81,hauler,bucket,intermediate,pending
T00341,loading,active,medium,68.4,1,2026-01-25T06:00:00,LOC005,T00238,2.13,loader,hammer,novice,pending
T00342,excavation,active,light,120.9,3,2026-01-09T06:00:00,LOC007,null,3.18,excavator,hammer,advanced,completed
T00343,trenching,setup,medium,90.2,3,2026-01-27T06:00:00,LOC010,null,1.47,excavator,grapple,novice,completed
T00344,hauling,active,light,37.5,2,2026-01-21T06:00:00,LOC006,null,1.43,hauler,bucket,novice,blocked
T00345,grading,active,medium,361.3,4,2026-01-14T06:00:00,LOC001,null,3.46,grader,grapple,advanced,completed
T00346,loading,active,medium,64.7,1,2026-01-03T06:00:00,LOC010,null,2.59,loader,blade,advanced,completed
T00347,excavation,active,medium,225.9,3,2026-01-17T06:00:00,LOC005,null,1.18,excavator,hammer,intermediate,active
T00348,grading,setup,medium,409.3,3,2026-01-02T06:00:00,LOC003,T00280,1.69,grader,ripper,novice,pending
T00349,grading,active,light,200.4,5,2026-01-18T06:00:00,LOC002,null,5.0,grader,hammer,intermediate,pending
T00350,stockpiling,active,heavy,222.5,5,2026-01-14T06:00:00,LOC005,T00285,4.87,loader,blade,novice,blocked
T00351,hauling,setup,medium,28.2,2,2026-01-14T06:00:00,LOC008,null,4.63,hauler,grapple,advanced,pending
T00352,loading,active,light,82.9,4,2026-01-19T06:00:00,LOC008,null,2.7,loader,bucket,intermediate,completed
T00353,hauling,active,medium,26.4,3,2026-01-17T06:00:00,LOC009,null,1.99,hauler,ripper,intermediate,pending
T00354,trenching,active,medium,59.2,5,2026-01-13T06:00:00,LOC009,null,1.8,excavator,blade,advanced,pending
T00355,trenching,setup,heavy,115.7,5,2026-01-23T06:00:00,LOC008,null,2.6,excavator,grapple,advanced,active
T00356,loading,active,medium,18.4,2,2026-01-03T06:00:00,LOC001,null,1.01,loader,ripper,novice,completed
T00357,excavation,setup,heavy,182.9,2,2026-01-11T06:00:00,LOC002,null,4.8,excavator,grapple,intermediate,completed
T00358,excavation,wrap_up,heavy,97.7,1,2026-01-29T06:00:00,LOC004,null,1.65,excavator,grapple,novice,completed
T00359,loading,active,light,48.9,1,2026-01-11T06:00:00,LOC001,null,4.77,loader,bucket,intermediate,active
T00360,excavation,setup,light,272.1,2,2026-01-20T06:00:00,LOC010,T00053,0.53,excavator,hammer,intermediate,active
T00361,excavation,setup,light,260.0,1,2026-01-14T06:00:00,LOC010,null,4.98,excavator,ripper,advanced,active
T00362,excavation,setup,light,253.9,2,2026-01-02T06:00:00,LOC008,null,0.98,excavator,blade,intermediate,pending
T00363,hauling,active,light,27.3,4,2026-01-22T06:00:00,LOC002,null,0.89,hauler,blade,intermediate,pending
T00364,excavation,active,medium,162.8,1,2026-01-17T06:00:00,LOC009,null,0.53,excavator,grapple,novice,pending
T00365,excavation,wrap_up,heavy,476.1,3,2026-01-22T06:00:00,LOC007,null,3.35,excavator,hammer,intermediate,blocked
T00366,trenching,active,light,90.7,4,2026-01-24T06:00:00,LOC007,null,4.25,excavator,blade,intermediate,completed
T00367,loading,setup,heavy,53.3,3,2026-01-12T06:00:00,LOC003,null,1.28,loader,blade,novice,pending
T00368,grading,active,medium,845.4,4,2026-01-07T06:00:00,LOC004,null,1.54,grader,ripper,novice,pending
T00369,hauling,active,light,31.4,2,2026-01-29T06:00:00,LOC002,null,3.97,hauler,hammer,novice,completed
T00370,stockpiling,active,medium,77.2,2,2026-01-24T06:00:00,LOC001,null,2.09,loader,bucket,intermediate,active
T00371,excavation,active,medium,378.2,1,2026-01-20T06:00:00,LOC004,null,2.75,excavator,ripper,advanced,active
T00372,grading,setup,heavy,852.3,3,2026-01-07T06:00:00,LOC002,T00250,1.17,grader,blade,novice,active
T00373,grading,active,medium,603.8,5,2026-01-16T06:00:00,LOC005,null,4.55,grader,blade,advanced,completed
T00374,grading,active,medium,845.0,5,2026-01-04T06:00:00,LOC008,null,2.55,grader,blade,advanced,pending
T00375,trenching,active,heavy,163.7,2,2026-01-29T06:00:00,LOC006,null,1.99,excavator,ripper,intermediate,pending
T00376,trenching,active,heavy,151.6,4,2026-01-30T06:00:00,LOC007,null,2.19,excavator,bucket,intermediate,active
T00377,excavation,active,heavy,225.7,5,2026-01-04T06:00:00,LOC001,null,0.26,excavator,grapple,novice,active
T00378,loading,active,medium,32.5,4,2026-01-04T06:00:00,LOC005,T00145,2.25,loader,grapple,intermediate,active
T00379,excavation,setup,medium,143.3,4,2026-01-15T06:00:00,LOC006,null,1.47,excavator,grapple,advanced,pending
T00380,grading,active,medium,513.6,1,2026-01-22T06:00:00,LOC009,null,3.56,grader,ripper,novice,pending
T00381,hauling,active,heavy,34.4,4,2026-01-30T06:00:00,LOC009,null,3.66,hauler,hammer,novice,completed
T00382,trenching,setup,light,32.5,5,2026-01-30T06:00:00,LOC010,null,0.5,excavator,grapple,intermediate,active
T00383,hauling,active,light,44.8,4,2026-01-22T06:00:00,LOC002,null,0.6,hauler,hammer,novice,completed
T00384,excavation,active,light,77.7,4,2026-01-02T06:00:00,LOC006,null,1.09,excavator,grapple,advanced,pending
T00385,loading,active,light,71.1,2,2026-01-22T06:00:00,LOC001,null,4.88,loader,blade,advanced,pending
T00386,excavation,active,heavy,321.4,1,2026-01-16T06:00:00,LOC009,null,2.83,excavator,bucket,intermediate,blocked
T00387,excavation,active,light,127.3,3,2026-01-09T06:00:00,LOC004,null,4.35,excavator,grapple,intermediate,completed
T00388,hauling,active,medium,16.9,3,2026-01-05T06:00:00,LOC005,null,0.2,hauler,ripper,advanced,completed
T00389,loading,active,medium,86.2,4,2026-01-07T06:00:00,LOC001,null,0.25,loader,grapple,intermediate,blocked
T00390,loading,active,heavy,71.7,5,2026-01-23T06:00:00,LOC008,null,2.17,loader,grapple,intermediate,completed
T00391,hauling,active,heavy,43.8,1,2026-01-25T06:00:00,LOC003,null,0.31,hauler,grapple,intermediate,completed
T00392,loading,active,medium,21.7,1,2026-01-30T06:00:00,LOC001,null,0.87,loader,ripper,advanced,pending
T00393,stockpiling,setup,light,50.2,4,2026-01-28T06:00:00,LOC006,null,4.07,loader,grapple,intermediate,active
T00394,trenching,active,medium,199.5,4,2026-01-10T06:00:00,LOC004,null,0.16,excavator,blade,novice,active
T00395,loading,active,medium,81.8,2,2026-01-05T06:00:00,LOC003,null,4.12,loader,blade,novice,completed
T00396,stockpiling,active,heavy,178.7,5,2026-01-02T06:00:00,LOC001,null,0.39,loader,hammer,advanced,active
T00397,excavation,active,heavy,95.8,4,2026-01-07T06:00:00,LOC010,null,0.43,excavator,ripper,intermediate,completed
T00398,excavation,active,heavy,107.3,1,2026-01-02T06:00:00,LOC002,T00380,2.89,excavator,bucket,novice,completed
T00399,stockpiling,active,heavy,79.4,5,2026-01-15T06:00:00,LOC010,null,3.31,loader,bucket,intermediate,completed
T00400,grading,active,medium,767.5,4,2026-01-03T06:00:00,LOC003,null,2.76,grader,ripper,intermediate,blocked
T00401,grading,active,light,488.8,3,2026-01-13T06:00:00,LOC001,null,0.68,grader,blade,intermediate,pending
T00402,trenching,active,light,181.3,2,2026-01-16T06:00:00,LOC001,null,2.66,excavator,hammer,novice,pending
T00403,trenching,active,light,149.6,5,2026-01-16T06:00:00,LOC002,null,1.08,excavator,grapple,novice,active
T00404,grading,active,light,780.9,2,2026-01-24T06:00:00,LOC002,null,3.91,grader,hammer,advanced,completed
T00405,excavation,active,heavy,219.0,3,2026-01-24T06:00:00,LOC004,null,0.9,excavator,ripper,intermediate,pending
T00406,grading,active,heavy,581.2,5,2026-01-12T06:00:00,LOC001,null,0.11,grader,hammer,intermediate,pending
T00407,excavation,active,medium,134.0,2,2026-01-08T06:00:00,LOC006,null,1.26,excavator,bucket,novice,pending
T00408,stockpiling,active,medium,183.2,5,2026-01-02T06:00:00,LOC009,null,1.26,loader,blade,novice,pending
T00409,excavation,wrap_up,light,256.1,5,2026-01-06T06:00:00,LOC007,null,2.5,excavator,blade,novice,pending
T00410,hauling,active,medium,28.8,2,2026-01-18T06:00:00,LOC004,null,0.83,hauler,hammer,intermediate,pending
T00411,hauling,active,heavy,12.9,3,2026-01-20T06:00:00,LOC009,null,0.91,hauler,bucket,intermediate,blocked
T00412,excavation,active,medium,68.2,5,2026-01-21T06:00:00,LOC005,null,3.31,excavator,blade,intermediate,pending
T00413,hauling,active,heavy,15.9,3,2026-01-15T06:00:00,LOC004,null,1.47,hauler,ripper,novice,pending
T00414,loading,active,heavy,99.7,4,2026-01-24T06:00:00,LOC002,null,1.43,loader,bucket,intermediate,active
T00415,trenching,setup,medium,131.3,4,2026-01-04T06:00:00,LOC008,null,0.74,excavator,grapple,intermediate,active
T00416,excavation,active,medium,282.1,5,2026-01-13T06:00:00,LOC009,null,0.7,excavator,grapple,novice,pending
T00417,loading,active,light,47.2,4,2026-01-19T06:00:00,LOC010,null,4.27,loader,hammer,intermediate,active
T00418,grading,active,medium,793.5,4,2026-01-23T06:00:00,LOC004,null,3.3,grader,ripper,intermediate,active
T00419,excavation,setup,medium,71.9,5,2026-01-14T06:00:00,LOC002,null,4.95,excavator,bucket,advanced,pending
T00420,loading,active,medium,35.5,2,2026-01-16T06:00:00,LOC001,null,3.45,loader,blade,novice,completed
T00421,loading,active,light,73.3,4,2026-01-26T06:00:00,LOC007,null,1.29,loader,ripper,novice,completed
T00422,excavation,active,light,299.2,5,2026-01-09T06:00:00,LOC006,null,1.59,excavator,bucket,advanced,pending
T00423,loading,active,light,54.0,1,2026-01-26T06:00:00,LOC006,null,3.42,loader,bucket,intermediate,completed
T00424,stockpiling,active,medium,276.4,1,2026-01-24T06:00:00,LOC007,null,4.43,loader,ripper,novice,active
T00425,grading,wrap_up,medium,263.6,2,2026-01-13T06:00:00,LOC010,null,2.05,grader,blade,intermediate,blocked
T00426,stockpiling,active,medium,261.4,5,2026-01-20T06:00:00,LOC003,null,0.62,loader,bucket,advanced,completed
T00427,loading,active,medium,22.2,3,2026-01-22T06:00:00,LOC005,null,2.29,loader,grapple,intermediate,pending
T00428,stockpiling,wrap_up,light,198.2,2,2026-01-16T06:00:00,LOC009,null,1.72,loader,grapple,novice,pending
T00429,loading,active,medium,14.8,2,2026-01-20T06:00:00,LOC009,null,3.48,loader,blade,novice,pending
T00430,excavation,setup,medium,497.7,3,2026-01-02T06:00:00,LOC007,T00076,1.15,excavator,ripper,advanced,active
T00431,hauling,setup,light,23.8,4,2026-01-10T06:00:00,LOC009,null,4.42,hauler,bucket,novice,active
T00432,excavation,active,light,310.7,5,2026-01-25T06:00:00,LOC002,null,4.07,excavator,grapple,advanced,completed
T00433,loading,active,light,35.3,1,2026-01-11T06:00:00,LOC007,null,0.8,loader,bucket,novice,pending
T00434,excavation,setup,heavy,381.7,5,2026-01-22T06:00:00,LOC008,null,1.8,excavator,ripper,novice,active
T00435,hauling,active,light,37.7,4,2026-01-10T06:00:00,LOC009,null,2.06,hauler,blade,advanced,active
T00436,trenching,wrap_up,medium,81.6,4,2026-01-27T06:00:00,LOC009,null,0.76,excavator,blade,advanced,pending
T00437,loading,active,heavy,32.1,2,2026-01-10T06:00:00,LOC007,null,4.52,loader,grapple,intermediate,pending
T00438,loading,setup,medium,58.9,3,2026-01-03T06:00:00,LOC008,null,3.1,loader,blade,advanced,pending
T00439,hauling,active,medium,19.2,3,2026-01-04T06:00:00,LOC010,null,1.78,hauler,hammer,novice,blocked
T00440,grading,setup,medium,288.5,1,2026-01-07T06:00:00,LOC001,null,3.92,grader,blade,intermediate,pending
T00441,excavation,active,heavy,99.9,5,2026-01-10T06:00:00,LOC002,null,2.7,excavator,bucket,intermediate,active
T00442,stockpiling,wrap_up,light,281.7,3,2026-01-15T06:00:00,LOC004,null,2.57,loader,grapple,intermediate,active
T00443,loading,active,medium,29.3,3,2026-01-28T06:00:00,LOC008,null,3.26,loader,blade,intermediate,pending
T00444,loading,active,light,34.8,4,2026-01-04T06:00:00,LOC007,T00350,1.61,loader,hammer,advanced,blocked
T00445,trenching,active,medium,44.6,5,2026-01-29T06:00:00,LOC002,null,2.51,excavator,hammer,advanced,pending
T00446,stockpiling,active,light,159.4,4,2026-01-02T06:00:00,LOC009,null,3.81,loader,grapple,intermediate,pending
T00447,excavation,active,medium,317.6,5,2026-01-15T06:00:00,LOC005,null,2.94,excavator,grapple,novice,completed
T00448,trenching,active,light,62.5,4,2026-01-17T06:00:00,LOC006,null,2.75,excavator,ripper,intermediate,completed
T00449,loading,active,medium,26.1,4,2026-01-12T06:00:00,LOC010,null,3.96,loader,grapple,advanced,active
T00450,loading,active,medium,84.4,5,2026-01-28T06:00:00,LOC001,null,0.15,loader,ripper,novice,pending
T00451,hauling,active,medium,18.6,2,2026-01-20T06:00:00,LOC006,null,3.31,hauler,bucket,intermediate,completed
T00452,excavation,active,light,89.0,1,2026-01-05T06:00:00,LOC010,null,2.37,excavator,hammer,intermediate,pending
T00453,loading,active,heavy,69.6,5,2026-01-05T06:00:00,LOC010,null,1.54,loader,bucket,intermediate,active
T00454,grading,active,medium,626.0,4,2026-01-08T06:00:00,LOC006,null,2.82,grader,hammer,novice,completed
T00455,loading,active,medium,40.6,1,2026-01-19T06:00:00,LOC008,null,4.24,loader,ripper,advanced,completed
T00456,loading,active,medium,49.8,3,2026-01-05T06:00:00,LOC003,null,3.49,loader,blade,intermediate,pending
T00457,trenching,active,medium,52.4,4,2026-01-22T06:00:00,LOC009,null,3.58,excavator,ripper,advanced,completed
T00458,excavation,active,light,259.5,1,2026-01-18T06:00:00,LOC004,null,4.71,excavator,ripper,novice,completed
T00459,grading,active,medium,244.9,5,2026-01-19T06:00:00,LOC008,null,4.41,grader,blade,intermediate,pending
T00460,excavation,active,medium,391.0,5,2026-01-15T06:00:00,LOC007,null,3.96,excavator,blade,novice,completed
T00461,excavation,active,light,436.3,4,2026-01-27T06:00:00,LOC004,null,3.02,excavator,bucket,intermediate,active
T00462,hauling,active,medium,36.1,3,2026-01-30T06:00:00,LOC003,null,3.73,hauler,hammer,novice,blocked
T00463,excavation,active,medium,371.6,5,2026-01-14T06:00:00,LOC003,null,0.88,excavator,bucket,novice,pending
T00464,excavation,active,light,329.6,2,2026-01-02T06:00:00,LOC006,T00226,0.45,excavator,hammer,novice,completed
T00465,trenching,active,light,166.1,2,2026-01-11T06:00:00,LOC010,null,4.56,excavator,hammer,novice,pending
T00466,excavation,active,light,463.7,2,2026-01-07T06:00:00,LOC003,null,0.13,excavator,bucket,intermediate,completed
T00467,loading,active,light,52.4,5,2026-01-26T06:00:00,LOC004,null,3.11,loader,blade,novice,completed
T00468,hauling,active,heavy,34.3,1,2026-01-29T06:00:00,LOC009,null,2.07,hauler,hammer,novice,active
T00469,excavation,active,medium,277.9,4,2026-01-08T06:00:00,LOC005,null,3.04,excavator,ripper,intermediate,blocked
T00470,hauling,active,medium,24.6,4,2026-01-15T06:00:00,LOC005,null,3.0,hauler,blade,intermediate,pending
T00471,hauling,active,light,45.3,3,2026-01-24T06:00:00,LOC008,T00012,4.43,hauler,bucket,advanced,pending
T00472,excavation,active,light,499.5,3,2026-01-24T06:00:00,LOC003,null,4.17,excavator,ripper,novice,blocked
T00473,excavation,setup,heavy,173.6,3,2026-01-16T06:00:00,LOC001,null,2.79,excavator,grapple,advanced,pending
T00474,excavation,active,light,464.9,2,2026-01-19T06:00:00,LOC006,null,3.16,excavator,bucket,intermediate,pending
T00475,trenching,active,medium,197.2,2,2026-01-13T06:00:00,LOC007,null,2.49,excavator,blade,intermediate,pending
T00476,grading,active,medium,146.4,5,2026-01-06T06:00:00,LOC010,null,2.13,grader,grapple,advanced,active
T00477,stockpiling,active,medium,128.4,3,2026-01-25T06:00:00,LOC002,null,2.82,loader,ripper,novice,completed
T00478,hauling,active,medium,6.0,5,2026-01-21T06:00:00,LOC007,null,4.14,hauler,blade,intermediate,pending
T00479,loading,active,medium,77.8,5,2026-01-21T06:00:00,LOC004,null,0.67,loader,ripper,novice,completed
